App Name,Total Score,Installs,Review Matches TR,Review Matches EN,Desc Matches,Package Name,,Score,URL
GPS Koordinatları Haritası,3,10000000,,,,com.mapcord.gps.coordinates,,4.49,https://play.google.com/store/apps/details?id=com.mapcord.gps.coordinates&hl=tr&gl=tr
UTM Coğrafi Harita,3,500,,,,com.bypeopledev.factorescala.factorescala,,,https://play.google.com/store/apps/details?id=com.bypeopledev.factorescala.factorescala&hl=tr&gl=tr
UTM coordinates converter,3,1000,,,,com.axanor.coordinates,,,https://play.google.com/store/apps/details?id=com.axanor.coordinates&hl=tr&gl=tr
GPS Koordinatlarım,3,5000000,,,,com.freemium.android.apps.gps.coordinates,,4.22,https://play.google.com/store/apps/details?id=com.freemium.android.apps.gps.coordinates&hl=tr&gl=tr
Waypoint Browser,3,100,,,,com.yellowlost.waypoint,,,https://play.google.com/store/apps/details?id=com.yellowlost.waypoint&hl=tr&gl=tr
Offline Map Navigation,3,5000000,,,,com.virtualmaze.offlinemapnavigationtracker,,4.29,https://play.google.com/store/apps/details?id=com.virtualmaze.offlinemapnavigationtracker&hl=tr&gl=tr
UTM Converter,3,50000,,,,com.hauvv.utmconverter,,,https://play.google.com/store/apps/details?id=com.hauvv.utmconverter&hl=tr&gl=tr
SC Ballistics,3,100,,,,app.scb.ballistic_calculator,,,https://play.google.com/store/apps/details?id=app.scb.ballistic_calculator&hl=tr&gl=tr
TargetIR Ballistics,3,1000,,,,com.guide.ballistics.target,,,https://play.google.com/store/apps/details?id=com.guide.ballistics.target&hl=tr&gl=tr
UTM MOVIL,3,10000,,,,app.utm.movil,,,https://play.google.com/store/apps/details?id=app.utm.movil&hl=tr&gl=tr
MGRS Live Map and Mil. Compass,3,10000,,,,com.ekik.mgrs.android,,0,https://play.google.com/store/apps/details?id=com.ekik.mgrs.android&hl=tr&gl=tr
UTM Map,3,50000,,,,org.project.myposition,,0,https://play.google.com/store/apps/details?id=org.project.myposition&hl=tr&gl=tr
UTM Geo Map,3,1000000,,,,info.yogantara.utmgeomap,,4.09,https://play.google.com/store/apps/details?id=info.yogantara.utmgeomap&hl=tr&gl=tr
UTM - Lat/Long Conversor,3,50000,,,,io.gonative.android.qlokpo,,,https://play.google.com/store/apps/details?id=io.gonative.android.qlokpo&hl=tr&gl=tr
MGRS Wear,3,10000,,,,com.jamesjmtaylor.mgrswear,,,https://play.google.com/store/apps/details?id=com.jamesjmtaylor.mgrswear&hl=tr&gl=tr
Waypoint® Drivers App,3,50,,,,com.waypoint.driverapp,,,https://play.google.com/store/apps/details?id=com.waypoint.driverapp&hl=tr&gl=tr
WayPoint,3,100,,,,com.gps.waypoint,,,https://play.google.com/store/apps/details?id=com.gps.waypoint&hl=tr&gl=tr
Waypoint AI,3,10,,,,com.appwaypoint,,,https://play.google.com/store/apps/details?id=com.appwaypoint&hl=tr&gl=tr
Waypoint Protect,3,1000,,,,com.waypointprotect.app,,,https://play.google.com/store/apps/details?id=com.waypointprotect.app&hl=tr&gl=tr
Waypoint Pro,3,1000,,,,in.waypoint.pro,,,https://play.google.com/store/apps/details?id=in.waypoint.pro&hl=tr&gl=tr
Waypoint® Parents App,3,500,,,,com.waypoint.parentapp,,,https://play.google.com/store/apps/details?id=com.waypoint.parentapp&hl=tr&gl=tr
Radar Waypoint,3,1000,,,,com.radarwaypoint,,,https://play.google.com/store/apps/details?id=com.radarwaypoint&hl=tr&gl=tr
Waypoint TV,3,10000,,,,com.waypointtv,,,https://play.google.com/store/apps/details?id=com.waypointtv&hl=tr&gl=tr
External ballistics calculator,3,50000,,,,com.cacciato.balistic,,0,https://play.google.com/store/apps/details?id=com.cacciato.balistic&hl=tr&gl=tr
Airsoft Ballistics Calculator,3,10000,,,,com.mobc.completeairsoftcalculator,,,https://play.google.com/store/apps/details?id=com.mobc.completeairsoftcalculator&hl=tr&gl=tr
Nöbetçi Eczanem,3,100,,,,com.ozapp.nobetcieczanem,,0,https://play.google.com/store/apps/details?id=com.ozapp.nobetcieczanem&hl=tr&gl=tr
Nöbetçi Eczane,3,100,,,,com.aatstdio.nobetcieczane,,5,https://play.google.com/store/apps/details?id=com.aatstdio.nobetcieczane&hl=tr&gl=tr
Nöbetçi Eczane Cebimde,3,100,,,,com.nobetcieczanecebimde.frcwings,,0,https://play.google.com/store/apps/details?id=com.nobetcieczanecebimde.frcwings&hl=tr&gl=tr
TR TALK - Push To Talk,3,10000,,,,com.trtalk,,4.1368423,https://play.google.com/store/apps/details?id=com.trtalk&hl=tr&gl=tr
Gravity Ballistics,3,500,,,,com.gravityballistics.app,,,https://play.google.com/store/apps/details?id=com.gravityballistics.app&hl=tr&gl=tr
Ballistics Buddy,3,100000,,,,app.BallisticsBuddy,,3.857143,https://play.google.com/store/apps/details?id=app.BallisticsBuddy&hl=tr&gl=tr
mOA 雲考勤,3,5000,,,,com.zhizhi.app,,,https://play.google.com/store/apps/details?id=com.zhizhi.app&hl=tr&gl=tr
Digiscope Ballistics,3,10000,,,,com.nimoh.digiscopeballistics,,,https://play.google.com/store/apps/details?id=com.nimoh.digiscopeballistics&hl=tr&gl=tr
Lapua Ballistics,3,100000,,,,com.Lapua.LapuaBallistics,,3.6875,https://play.google.com/store/apps/details?id=com.Lapua.LapuaBallistics&hl=tr&gl=tr
Waypoint SA,3,500,,,,com.subsplashconsulting.s_JKW7T5,,,https://play.google.com/store/apps/details?id=com.subsplashconsulting.s_JKW7T5&hl=tr&gl=tr
GeoBallistics,3,100000,,,,com.geoballistics.ballisticsarc,,,https://play.google.com/store/apps/details?id=com.geoballistics.ballisticsarc&hl=tr&gl=tr
Arken Ballistics,3,10000,,,,com.pangu.devgpl,,,https://play.google.com/store/apps/details?id=com.pangu.devgpl&hl=tr&gl=tr
Kestrel LiNK® Ballistics,3,50000,,,,com.nkhome.link.ballistics,,4.5,https://play.google.com/store/apps/details?id=com.nkhome.link.ballistics&hl=tr&gl=tr
Element Ballistics,3,10000,,,,com.microballistics.elementballistics,,4,https://play.google.com/store/apps/details?id=com.microballistics.elementballistics&hl=tr&gl=tr
My Ballistics,3,10000,,,,my.ballistics,,,https://play.google.com/store/apps/details?id=my.ballistics&hl=tr&gl=tr
Impact Ballistics,3,1000,,,,com.tract.tractoptics,,,https://play.google.com/store/apps/details?id=com.tract.tractoptics&hl=tr&gl=tr
MOA HRIS,3,10,,,,com.hashmicro.eva.moa,,,https://play.google.com/store/apps/details?id=com.hashmicro.eva.moa&hl=tr&gl=tr
Calcolo MOA pro,3,10,,,,it.sinfolab.moadist.pro,,,https://play.google.com/store/apps/details?id=it.sinfolab.moadist.pro&hl=tr&gl=tr
Golf GPS Rangefinder for Watch,3,1000,,,,com.golf4watch,,,https://play.google.com/store/apps/details?id=com.golf4watch&hl=tr&gl=tr
Golfshot Golf GPS RangeFinder,3,1000000,,,,com.shotzoom.golfshot2,,4,https://play.google.com/store/apps/details?id=com.shotzoom.golfshot2&hl=tr&gl=tr
GPS Altitude Rangefinder,3,100,,,,com.mumudroid.tsgy,,,https://play.google.com/store/apps/details?id=com.mumudroid.tsgy&hl=tr&gl=tr
MOA Calculator,3,1000,,,,com.moacalculator,,,https://play.google.com/store/apps/details?id=com.moacalculator&hl=tr&gl=tr
"MOA - Gather Days, Find You",3,5,,,,dev.gmelon.moa,,,https://play.google.com/store/apps/details?id=dev.gmelon.moa&hl=tr&gl=tr
MOA TraX,3,100,,,,com.trax.app,,,https://play.google.com/store/apps/details?id=com.trax.app&hl=tr&gl=tr
Shift Roster,3,50,,,,com.techrafta.shiftroster,,,https://play.google.com/store/apps/details?id=com.techrafta.shiftroster&hl=tr&gl=tr
"Walkie Talkie, Push to Talk",3,1000000,,,,walkie.talkie.talk,,4.075,https://play.google.com/store/apps/details?id=walkie.talkie.talk&hl=tr&gl=tr
18Birdies Golf GPS Rangefinder,3,1000000,,,,com.squarevalley.i8birdies,,4.75,https://play.google.com/store/apps/details?id=com.squarevalley.i8birdies&hl=tr&gl=tr
15th Club Golf GPS Rangefinder,3,50000,,,,app.club15,,0,https://play.google.com/store/apps/details?id=app.club15&hl=tr&gl=tr
Moadly: Hafıza Eğitimi,3,1000,,,,app.moadly.twa,,,https://play.google.com/store/apps/details?id=app.moadly.twa&hl=tr&gl=tr
Milyem Plus,3,10,,,,com.altin.milyemyazilim,,,https://play.google.com/store/apps/details?id=com.altin.milyemyazilim&hl=tr&gl=tr
"Walkie Talkie, Push to Talk",3,1000,,,,com.walkie.talkie.pushtotalk.wifi.call.walkietalkie.app,,,https://play.google.com/store/apps/details?id=com.walkie.talkie.pushtotalk.wifi.call.walkietalkie.app&hl=tr&gl=tr
NPTT - Network Push to Talk,3,50,,,,radioshop.com.uk,,,https://play.google.com/store/apps/details?id=radioshop.com.uk&hl=tr&gl=tr
Nöbetçi Eczane,3,10,,,,com.mhy.nobetcieczane,,0,https://play.google.com/store/apps/details?id=com.mhy.nobetcieczane&hl=tr&gl=tr
Nöbetçi Eczaneler,3,500,,,,com.jasvilly.nobetcieczaneler,,4.8,https://play.google.com/store/apps/details?id=com.jasvilly.nobetcieczaneler&hl=tr&gl=tr
Günlük Nöbetçi Eczaneler,3,100,,,,com.nobetci_eczane,,0,https://play.google.com/store/apps/details?id=com.nobetci_eczane&hl=tr&gl=tr
Nöbet Listesi,3,500,,,,com.FlyingCoffee.shift_list,,0,https://play.google.com/store/apps/details?id=com.FlyingCoffee.shift_list&hl=tr&gl=tr
Biptt Push to Talk,3,100000,,,,com.biptt,,,https://play.google.com/store/apps/details?id=com.biptt&hl=tr&gl=tr
Peak PTT Push To Talk App,3,1000,,,,com.corget.peak,,,https://play.google.com/store/apps/details?id=com.corget.peak&hl=tr&gl=tr
Buzz: Push To Talk (PTT),3,50000,,,,com.tellotechnologies.buzz,,,https://play.google.com/store/apps/details?id=com.tellotechnologies.buzz&hl=tr&gl=tr
NuovoTeam - Push to Talk (PTT),3,10000,,,,com.promobitech.oneteam,,0,https://play.google.com/store/apps/details?id=com.promobitech.oneteam&hl=tr&gl=tr
Army Fitness Ec,3,500,,,,com.proyecto.armyfitnessec,,,https://play.google.com/store/apps/details?id=com.proyecto.armyfitnessec&hl=tr&gl=tr
Army Fitness,3,500,,,,com.arboxapp.armyfitness,,,https://play.google.com/store/apps/details?id=com.arboxapp.armyfitness&hl=tr&gl=tr
Modern Combat 5: mobile FPS,3,100000000,,,combat,com.gameloft.android.ANMP.GloftM5HM,,4.5069127,https://play.google.com/store/apps/details?id=com.gameloft.android.ANMP.GloftM5HM&hl=tr&gl=tr
Sniper Şehir Suikast Askeri,3,100000,,,,com.pickle.CitySniper,,4.085366,https://play.google.com/store/apps/details?id=com.pickle.CitySniper&hl=tr&gl=tr
Evde Antrenman: Askeri Kamp,3,500000,,,,com.samantharoobol.military,,3.7272727,https://play.google.com/store/apps/details?id=com.samantharoobol.military&hl=tr&gl=tr
Ordu Savaşı: Askeri Oyunlar,3,1000000,,,,com.kocogames.wartroops,,4.623377,https://play.google.com/store/apps/details?id=com.kocogames.wartroops&hl=tr&gl=tr
Askeri Antrenman,3,50000,,,,app.powerpunch.army,,4.5,https://play.google.com/store/apps/details?id=app.powerpunch.army&hl=tr&gl=tr
Train with 300 army fitness,3,5,,,,com.trainerize.trainwith300armyfitness,,,https://play.google.com/store/apps/details?id=com.trainerize.trainwith300armyfitness&hl=tr&gl=tr
Nöbet Otomasyon,3,10,,,,com.tamsistem.nobetotomasyon,,,https://play.google.com/store/apps/details?id=com.tamsistem.nobetotomasyon&hl=tr&gl=tr
Hemşire: Nöbet Çizelgem,3,500,,,,com.dizdardev.hemsirenobetcizelgem,,0,https://play.google.com/store/apps/details?id=com.dizdardev.hemsirenobetcizelgem&hl=tr&gl=tr
Nöbet Portal,3,10,,,,com.nobetportal.hospitalshift,,,https://play.google.com/store/apps/details?id=com.nobetportal.hospitalshift&hl=tr&gl=tr
Nöbet Takip Sistemi,3,50,,,,com.dutyTeacherAssign,,,https://play.google.com/store/apps/details?id=com.dutyTeacherAssign&hl=tr&gl=tr
Nöbetçi Eczaneler: Tüm İller,3,1000,,,,dev.aliyapici.NobetciEczaneler,,0,https://play.google.com/store/apps/details?id=dev.aliyapici.NobetciEczaneler&hl=tr&gl=tr
"Çevrimdışı Harita GPS, Hız Ölç",1,10000000,,,Kışla,com.radarapp.trip.speedometer,,3.79,https://play.google.com/store/apps/details?id=com.radarapp.trip.speedometer&hl=tr&gl=tr
AppMgr Pro III (App 2 SD),1,100000,,,mission,com.a0soft.gphone.app2sd.pro,,4.590909,https://play.google.com/store/apps/details?id=com.a0soft.gphone.app2sd.pro&hl=tr&gl=tr
OsmAnd—Harita & GPS Çevrimdışı,1,10000000,,,Kışla,net.osmand,,4.57,https://play.google.com/store/apps/details?id=net.osmand&hl=tr&gl=tr
Coordinates - GPS Formatter,1,100000,,,TSK,com.myice92.coordinates,,4,https://play.google.com/store/apps/details?id=com.myice92.coordinates&hl=tr&gl=tr
Hex Warriors,1,500000,,,Kışla,com.dong.hexwarriors,,3.940594,https://play.google.com/store/apps/details?id=com.dong.hexwarriors&hl=tr&gl=tr
Shop,1,50000000,,,Kışla,com.shopify.arrive,,4,https://play.google.com/store/apps/details?id=com.shopify.arrive&hl=tr&gl=tr
SimplifyEm,1,500,,,operasyon,com.simplifyem.apps.pms,,,https://play.google.com/store/apps/details?id=com.simplifyem.apps.pms&hl=tr&gl=tr
Military Workout: Muscle Max,1,1000,,,operasyon,net.workoutinc.military_workout_asian_pilates,,,https://play.google.com/store/apps/details?id=net.workoutinc.military_workout_asian_pilates&hl=tr&gl=tr
Fitness: Egzersiz programı,1,100000,,,mission,com.rarus.gyms,,4.25,https://play.google.com/store/apps/details?id=com.rarus.gyms&hl=tr&gl=tr
Military Special Force Fitness,1,50000,,,askeri personel,com.fitivity.military_special_forces,,0,https://play.google.com/store/apps/details?id=com.fitivity.military_special_forces&hl=tr&gl=tr
Ziraat Mobil,1,50000000,,,Kışla,com.ziraat.ziraatmobil,,4.3222847,https://play.google.com/store/apps/details?id=com.ziraat.ziraatmobil&hl=tr&gl=tr
